no,kode,nama_bahan,url_detail,Jenis pangan,Kode Baru,Kode Lama,Kelompok,Nama Inggris,Abu (Ash),Air (Water),"Besi (Fe), Ferrum, Iron",β-Karoten (Carotenes),Energi (Energy),"Fosfor (P), Phosphorus","Kalium (K), Potassium","Kalsium (Ca), Calcium",Karbohidrat (CHO),Karoten total (Re),Lemak (Fat),"Natrium (Na), Sodium","Niasin, C6H5NO2, Niacin",Protein,"Retinol (vit A), C20H30O",Riboflavin (vitamin B2),"Seng (Zn), Zinc",Serat (Fiber),"Tembaga (Cu), Copper",Tiamina (vitamin B1),Vitamin C,Spesies,Genus,Familia
926,FR025,"Sapi, daging, kurus, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR025#AndraFarm,Tunggal,FR025,-,Daging,"Beef, low fat, fresh",1.4,69.0,2.9,181.0,174.0,181.0,489.0,11.0,,,10.0,83.0,1.2,19.6,6.0,0.51,4.9,,0.07,0.07,,Bos taurus,Bos,Bovidae
927,FR026,"Sapi, daging, lemak sedang, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR026#AndraFarm,Tunggal,FR026,-,Daging,"Beef, medium fat, fresh",1.2,66.0,2.8,198.0,201.0,170.0,378.0,11.0,,,14.0,105.0,1.3,18.8,9.0,0.56,5.2,,4.58,0.08,,Bos taurus,Bos,Bovidae
928,FP016,"Sapi, daging, sosis (Worst)",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP016#AndraFarm,Olahan,FP016,-,Daging,"Beef, meat, sausages (Worst)",3.3,37.6,1.1,,448.0,61.0,284.5,28.0,2.3,,42.3,765.0,4.9,14.5,,0.18,1.7,,0.06,0.1,,,,
929,FR027,"Sapi, daleman, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR027#AndraFarm,Tunggal,FR027,-,Daging,"Offal, beef, fresh",2.1,70.1,1.8,104.0,183.0,319.0,160.0,43.0,1.4,,14.4,277.0,8.5,12.0,,0.22,0.8,,0.1,0.31,,,,
930,FR028,"Sapi, dideh/darah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR028#AndraFarm,Tunggal,FR028,-,Daging,"Black puding (cow's blood), fresh",1.4,75.6,1.3,214.0,98.0,24.0,170.0,7.0,,,1.1,150.0,0.9,21.9,15.0,0.03,0.2,,,0.01,,,,
931,FR029,"Sapi, ginjal, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR029#AndraFarm,Tunggal,FR029,-,Daging,"Kidney, beef, fresh",1.1,74.9,7.9,583.0,137.0,221.0,230.2,9.0,0.9,,8.1,200.0,6.1,15.0,348.0,1.22,,,,0.37,13.0,,,
932,FP017,"Sapi, hati, sosis (liverworst)",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP017#AndraFarm,Olahan,FP017,-,Daging,"Cow, liver, sausage (liverworst)",2.4,56.6,4.0,,274.0,150.0,158.8,20.0,3.0,,22.0,654.0,4.0,16.0,1201.0,0.96,2.2,2.3,0.22,0.2,,,,
933,FR030,"Sapi, keleponan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR030#AndraFarm,Tunggal,FR030,-,Daging,"Tripe, beef, fresh",0.9,83.8,2.1,34.0,84.0,13.0,318.0,20.0,0.2,,4.6,73.0,0.3,10.5,857.0,0.14,1.7,,0.2,0.1,,,,
934,FR031,"Sapi, liver, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR031#AndraFarm,Tunggal,FR031,-,Daging,"Liver, beef, fresh",1.4,69.7,6.6,355.0,132.0,358.0,213.0,7.0,6.0,,3.2,110.0,11.4,19.7,13303.0,1.52,2.3,,0.51,0.26,31.0,,,
935,FR032,"Sapi, otak, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR032#AndraFarm,Tunggal,FR032,-,Daging,"Brain, beef, fresh",1.3,78.9,3.6,,123.0,330.0,243.8,16.0,0.8,,8.6,112.0,3.9,10.4,,0.19,0.9,,0.26,0.23,18.0,,,
936,FP018,"Sapi, paru, dendeng, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP018#AndraFarm,Olahan,FP018,-,Daging,"Cow, lung, jerky, raw",7.8,9.7,21.1,,360.0,903.0,864.0,126.0,19.2,,6.0,1483.0,,57.3,2827.0,,6.1,,1.2,,,,,
937,FP019,"Sapi, paru, goreng",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP019#AndraFarm,Olahan,FP019,-,Daging,"Cow, lung, fried",3.1,45.5,8.8,,268.0,315.0,299.0,102.0,14.5,,12.7,923.0,,23.9,790.0,,1.5,,,,,,,
938,FR033,"Sapi, usus, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR033#AndraFarm,Tunggal,FR033,-,Daging,"Cow, intestine, fresh",0.6,76.7,4.0,,126.0,115.0,,14.0,1.5,,7.2,,0.2,14.0,61.0,0.33,,,,0.08,,,,
939,GP049,Sardines dalam kaleng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP049#AndraFarm,Olahan,GP049,-,Ikan dsb,Sardines in a can,3.8,47.1,3.5,,338.0,434.0,,354.0,1.0,,27.0,,,21.1,76.0,,,,,0.1,,,,
940,CP059,"Saridele, bubuk",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP059#AndraFarm,Olahan,CP059,-,Kacang,"Saridele, powder",4.0,3.0,4.0,,344.0,500.0,2572.3,450.0,43.0,2000.0,20.0,56.0,2.0,30.0,,0.16,4.0,6.2,2.99,0.7,10.0,,,
941,AP105,Sarimuka,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP105#AndraFarm,Olahan,AP105,-,Serealia,Sarimuka,0.5,61.5,2.0,,166.0,13.0,34.0,36.0,32.9,,2.8,3.0,,2.3,,,,,,,,,,
942,GP090,Sate Bandeng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP090#AndraFarm,Olahan,GP090,-,Ikan dsb,Milkfish satay,3.1,47.1,1.2,2.0,283.0,186.0,199.0,118.0,20.9,,16.8,543.0,,12.1,,0.02,0.9,2.0,0.2,0.02,0.0,,,
943,FP065,"Sate pusut, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP065#AndraFarm,Olahan,FP065,-,Daging,"Pusut satay, cooking",2.8,52.1,2.7,,274.0,190.0,,63.0,13.6,,18.6,609.0,,12.9,133.0,,,,,0.06,,,,
944,FP064,"Sate, penyu, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP064#AndraFarm,Olahan,FP064,-,Daging,"Satay, turtle, cooking",3.3,57.4,14.4,,179.0,238.0,,187.0,13.3,,3.5,,,22.5,,,,,,0.1,,,,
945,DR142,"Sawi putih / pecai, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR142#AndraFarm,Tunggal,DR142,-,Sayur,"Pak choi, fresh",0.6,96.6,1.1,862.0,9.0,42.0,193.1,56.0,1.7,832.0,0.1,5.0,0.4,1.0,,0.18,0.1,0.8,0.05,0.05,3.0,Brassica rapa L.,Brassica,Cruciferae
946,DR143,"Sawi taiwan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR143#AndraFarm,Tunggal,DR143,-,Sayur,"Taiwan Mustard, fresh",1.4,91.8,1.6,1340.0,30.0,58.0,217.0,100.0,4.4,,0.5,27.0,0.6,1.9,,0.1,0.7,2.7,0.1,0.2,33.0,,,
947,DR144,"Sawi tanah, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR144#AndraFarm,Tunggal,DR144,-,Sayur,"Mustard, fresh",1.0,94.9,1.2,815.0,19.0,45.0,145.0,92.0,2.9,,0.2,17.0,0.1,1.3,,0.1,0.4,2.2,0.1,0.2,36.0,Rorippa dubia (Pers.) H.Hara,Roripa,Cruciferae
948,DR141,"Sawi, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR141#AndraFarm,Tunggal,DR141,-,Sayur,"Chinese mustard, fresh",1.2,92.2,2.9,2042.0,28.0,38.0,436.5,220.0,4.0,6460.0,0.3,22.0,0.7,2.3,,0.23,0.2,2.5,0.12,0.09,102.0,Brassica Juncea (L.) Cernjaew,Brassica,Cruciferae
949,ER102,"Sawo duren, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER102#AndraFarm,Tunggal,ER102,-,Buah,"Sapodilla, durian, fresh",0.6,87.3,0.8,,64.0,45.0,111.4,18.0,8.0,,3.1,13.0,0.1,1.0,,0.02,0.1,0.8,0.02,0.01,1.0,Chrysophyllum cainito L,Chrysophyllum,Sapotaceae
950,ER103,"Sawo kecik, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER103#AndraFarm,Tunggal,ER103,-,Buah,"Sapodilla, fresh",1.4,73.8,0.7,119.0,111.0,185.0,117.8,20.0,21.6,12.0,2.3,28.0,1.5,0.9,,0.04,0.1,1.0,0.04,,19.0,Manilkara kauki (L.) Dubard,Manikara,Sapotaceae
951,ER104,"Sawo Manila, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER104#AndraFarm,Tunggal,ER104,-,Buah,"Sapodilla, manila, fresh",0.5,75.5,1.0,111.0,92.0,12.0,110.2,25.0,22.4,60.0,1.1,26.0,1.4,0.5,,0.04,0.1,9.5,0.04,0.01,21.0,Manilkara zapota (L) van Royen,Manikara,Sapotaceae
952,DP047,Sayur asem,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP047#AndraFarm,Olahan,DP047,-,Sayur,Sour soup,0.8,93.2,3.1,,29.0,61.0,,40.0,5.0,2075.0,0.6,,,0.7,14.0,,,0.6,,0.1,0.0,,,
953,DP048,Sayur bunga pepaya,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP048#AndraFarm,Olahan,DP048,-,Sayur,Papaya flower soup,2.1,83.4,1.3,372.0,49.0,220.0,350.0,220.0,9.8,,0.3,90.0,,1.7,,0.1,0.1,2.7,0.1,,,,,
954,DP049,Sayur garu,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP049#AndraFarm,Olahan,DP049,-,Sayur,Rake soup,2.1,70.8,0.9,,178.0,130.0,120.0,30.0,10.6,,13.9,20.0,,2.6,,0.1,0.3,8.4,0.1,0.2,9.0,,,
955,DP050,Sayur kohu-kohu,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP050#AndraFarm,Olahan,DP050,-,Sayur,Kohu-kohu soup,2.1,72.8,0.2,944.0,133.0,120.0,50.0,40.0,11.2,,6.6,20.0,,7.3,,0.2,0.3,1.2,0.1,0.2,9.0,,,
956,CP058,Sayur lebui,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP058#AndraFarm,Olahan,CP058,-,Kacang,Lebui soup,0.9,83.9,1.0,14.0,64.0,2.0,146.0,21.0,12.5,,0.6,124.0,0.1,2.1,,,0.7,5.7,0.2,,,,,
957,DP051,Sayur lilin-terubuk,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP051#AndraFarm,Olahan,DP051,-,Sayur,Terubuk candle soup,1.4,90.4,0.1,,36.0,90.0,44.0,10.0,4.8,,0.7,30.0,,2.7,,0.2,1.0,1.4,0.2,0.3,18.0,,,
958,DP052,Sayur ndusuk,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP052#AndraFarm,Olahan,DP052,-,Sayur,Ndusuk soup,3.1,87.5,0.5,,49.0,6.0,88.0,11.0,3.6,,2.5,1011.0,,3.1,,0.1,0.2,,,0.2,15.0,,,
959,DP053,Sayur sop,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP053#AndraFarm,Olahan,DP053,-,Sayur,Soup,2.7,92.7,1.8,,27.0,57.0,,168.0,1.0,2569.0,2.0,,,1.3,20.0,,,0.3,,0.1,0.0,,,
960,DP054,Sayur umbut kelapa,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP054#AndraFarm,Olahan,DP054,-,Sayur,Coconut umbut soup,1.3,85.5,3.2,21.0,67.0,81.0,108.0,48.0,5.1,,2.9,313.0,,5.2,,,1.1,1.4,0.2,0.2,5.0,,,
961,DP055,Sayur umbut rotan,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP055#AndraFarm,Olahan,DP055,-,Sayur,Rattan umbut soup,1.3,87.6,1.2,18.0,57.0,135.0,81.0,184.0,3.1,,2.6,256.0,,5.4,,,0.9,1.6,0.2,0.2,6.0,,,
962,DR146,"Selada air, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR146#AndraFarm,Tunggal,DR146,-,Sayur,"Watercress, fresh",1.2,93.3,2.4,1230.0,17.0,152.0,260.7,95.0,2.2,3727.0,0.2,65.0,0.7,3.1,,0.14,0.2,0.7,0.11,0.09,56.0,Nasturtium officinale R.Br.,Nastartium,Cruciferae
963,DP016,"Selada, rebus",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP016#AndraFarm,Olahan,DP016,-,Sayur,"Lettuce, stew",0.7,93.5,1.4,2499.0,19.0,74.0,160.7,83.0,2.9,3700.0,0.2,24.0,0.6,2.7,,0.2,0.3,0.7,0.05,0.08,27.0,,,
964,DR145,"Selada, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR145#AndraFarm,Tunggal,DR145,-,Sayur,"Lettuce, fresh",0.9,94.8,0.5,1526.0,18.0,25.0,186.4,22.0,2.9,540.0,0.2,19.0,0.4,1.2,,0.13,0.2,1.8,0.03,0.04,8.0,Lactuca sativa L.,Lactuca,Compositae
965,DR147,"Seledri, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR147#AndraFarm,Tunggal,DR147,-,Sayur,"Celery, fresh",1.3,93.0,1.0,63.0,23.0,40.0,258.8,50.0,4.6,130.0,0.1,64.0,0.4,1.0,,0.07,0.4,2.0,0.08,0.03,11.0,Apium graveolens L.,Apium,Umbelliferae
966,ER105,"Semangka, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER105#AndraFarm,Tunggal,ER105,-,Buah,"Watermelon, fresh",0.3,92.1,0.2,315.0,28.0,12.0,93.8,7.0,6.9,590.0,0.2,7.0,0.3,0.5,,0.05,0.1,0.4,0.04,0.05,6.0,Citrullus lanatus (thunb) matsum & nakai,Citrulus,Cucurbitaceae
967,DP057,Semur jengkol,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP057#AndraFarm,Olahan,DP057,-,Sayur,Jengkol stew,2.2,52.7,1.0,,212.0,99.0,,77.0,29.1,81.0,10.0,,,6.0,,,,,,0.14,4.0,,,
968,BR023,"Sente, talas, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR023#AndraFarm,Tunggal,BR023,-,Umbi,"Sente, taro, fresh",0.4,14.0,1.5,41.0,353.0,13.0,694.6,11.0,84.7,,0.2,30.0,2.8,0.7,,0.2,2.2,6.6,0.6,0.05,5.0,Ipomoea batatas (L.) Lam.,Ipomoea,Convolvulaceae
969,GP091,"Sepi, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP091#AndraFarm,Olahan,GP091,-,Ikan dsb,"Sepi, cooking",13.8,66.1,2.3,,88.0,350.0,258.0,924.0,10.6,,1.6,873.0,,7.9,783.0,,1.1,,1.0,,,,,
970,BP062,Serimping talas kebumen,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP062#AndraFarm,Olahan,BP062,-,Umbi,Serimping taro kebumen,2.3,4.8,2.3,,478.0,118.0,,112.0,69.2,,21.2,,,2.5,,,,1.7,,0.25,,,,
971,DP056,Shabu-shabu,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP056#AndraFarm,Olahan,DP056,-,Sayur,Shabu-shabu,0.9,87.1,2.9,,88.0,48.0,,217.0,0.8,2000.0,8.0,514.0,,3.2,82.0,,,0.9,,0.2,,,,
972,FP067,"Sie reuboh, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP067#AndraFarm,Olahan,FP067,-,Daging,"Sie Reuboh, cooking",2.2,32.4,1.3,9.0,474.0,62.0,176.0,26.0,11.7,,42.5,677.0,,11.2,141.0,0.26,3.2,,2.4,0.46,,,,
973,ER106,"Sirsak, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER106#AndraFarm,Tunggal,ER106,-,Buah,"Soursop, fresh",0.7,81.7,0.6,8.0,65.0,27.0,298.9,14.0,16.3,10.0,0.3,2.0,0.7,1.0,,0.08,1.0,3.2,0.08,0.07,20.0,Annona muricata L.,Annona,Annonaceae
974,MP014,Sirup,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=MP014#AndraFarm,Olahan,MP014,-,Gula,Syrup,1.0,44.0,,,213.0,,4.2,,55.0,,,3.0,,,,,,,,,,,,
975,MP015,Sirup pirous,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=MP015#AndraFarm,Olahan,MP015,-,Gula,Pirous syrup,0.2,43.3,29.5,,228.0,93.0,4.2,470.0,55.9,,0.4,3.0,,0.2,,,,,,,8.0,,,
976,FP068,"Sop buntut, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP068#AndraFarm,Olahan,FP068,-,Daging,"Oxtail soup, cooking",0.6,86.1,3.2,,71.0,38.0,,286.0,2.2,2900.0,3.6,490.0,,7.5,119.0,,,,,0.14,,,,
977,FP069,"Sop daging sapi, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP069#AndraFarm,Olahan,FP069,-,Daging,"Beef soup, cooking",0.9,87.5,2.2,,49.0,48.0,,158.0,5.3,3320.0,0.5,391.0,,5.8,101.0,,,,,0.37,,,,
978,FP070,"Sop kaki sapi, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP070#AndraFarm,Olahan,FP070,-,Daging,"Beef leg soup, cooking",0.9,84.5,2.2,,68.0,15.0,,302.0,3.7,150.0,1.9,435.0,,9.0,48.0,,,,,0.46,,,,
979,FP071,"Sop kambing, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP071#AndraFarm,Olahan,FP071,-,Daging,"Goat soup, cooking",1.0,91.6,1.6,,34.0,37.0,,145.0,1.1,80.0,0.8,348.0,,5.5,48.0,,,,,0.57,,,,
980,FP072,"Sop konro, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP072#AndraFarm,Olahan,FP072,-,Daging,"Konro soup, cooking",0.5,85.0,4.6,,71.0,60.0,25.0,17.0,4.5,,2.6,184.0,10.9,7.4,,0.02,1.3,,0.3,0.12,,,,
981,FP073,"Sop saudara, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP073#AndraFarm,Olahan,FP073,-,Daging,"Brother soup, cooking",1.5,82.4,9.0,,89.0,174.0,50.0,10.0,3.9,,5.0,274.0,2.0,7.2,,0.12,1.1,,0.2,0.09,,,,
982,FP074,"Soto bandung, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP074#AndraFarm,Olahan,FP074,-,Daging,"Soto Bandung, cooking",1.8,89.9,1.8,20.0,42.0,75.0,,74.0,2.8,0.0,1.7,,,3.9,6.0,,,0.4,,,,,,
983,FP075,"Soto banjar, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP075#AndraFarm,Olahan,FP075,-,Daging,"Soto banjar, cooking",0.7,83.7,0.3,,110.0,28.0,6.0,28.0,3.2,770.0,9.5,36.0,,2.9,12.0,,0.2,,,0.05,,,,
984,FP076,"Soto betawi, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP076#AndraFarm,Olahan,FP076,-,Daging,"Soto Betawi, cooking",1.3,75.9,1.9,,135.0,72.0,,222.0,11.5,336.0,8.8,,,2.5,6.0,,,0.5,,0.04,,,,
985,FP077,"Soto jeroan, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP077#AndraFarm,Olahan,FP077,-,Daging,"Soto offal, cooking",1.1,81.4,1.9,,92.0,48.0,,218.0,1.4,440.0,4.3,363.0,,11.8,85.0,,,,,0.36,,,,
986,FP078,"Soto kudus, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP078#AndraFarm,Olahan,FP078,-,Daging,"Holy Soto, cooking",1.7,91.6,1.7,,38.0,67.0,,237.0,1.8,128.0,2.3,,0.5,2.6,23.0,,,0.2,,0.06,,,,
987,FP079,"Soto madura, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP079#AndraFarm,Olahan,FP079,-,Daging,"Soto Madura, cooking",0.9,89.8,3.8,,60.0,126.0,,361.0,1.3,121.0,4.5,,,3.5,26.0,,,,,0.06,,,,
988,FP080,"Soto padang, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP080#AndraFarm,Olahan,FP080,-,Daging,"Soto padang, cooking",2.0,75.0,1.5,,127.0,94.0,,298.0,11.0,204.0,6.6,,,5.9,12.0,,,0.7,,0.22,,,,
989,FP081,"Soto pekalongan, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP081#AndraFarm,Olahan,FP081,-,Daging,"Soto Pekalongan, cooking",1.3,83.8,2.0,,94.0,79.0,,322.0,5.1,119.0,6.8,,,3.0,14.0,,,0.3,,0.29,,,,
990,FP082,"Soto pemalang, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP082#AndraFarm,Olahan,FP082,-,Daging,"Soto Pemalang, cooking",1.7,86.0,2.1,,75.0,80.0,,170.0,3.5,30.0,5.2,,,3.6,16.0,,,,,0.13,,,,
991,FP083,"Soto sukaraja, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP083#AndraFarm,Olahan,FP083,-,Daging,"Soto Sukaraja, cooking",1.1,75.9,2.3,,80.0,77.0,,347.0,9.0,89.0,3.5,,,3.2,12.0,,,0.3,,0.04,,,,
992,FP084,"Soto sulung, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP084#AndraFarm,Olahan,FP084,-,Daging,"Soto Sulung, cooking",1.1,88.1,2.9,,86.0,120.0,,200.0,,105.0,8.5,,,2.3,20.0,,,,,0.08,,,,
993,ER107,"Sowa, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER107#AndraFarm,Tunggal,ER107,-,Buah,"Sowa, fresh",10.0,87.7,0.3,364.0,48.0,40.0,,50.0,9.1,,0.6,9.0,0.2,1.6,,0.23,1.5,45.0,0.1,0.15,4.0,Gnetum genman L,Gnetum,Gnetaceae
994,AP106,Spaghetti,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP106#AndraFarm,Olahan,AP106,-,Serealia,Spaghetti,2.1,66.1,4.7,,139.0,53.0,,109.0,22.6,940.0,2.1,,,7.4,42.0,,,,,0.35,,,,
995,AP107,Srikaya ketan,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP107#AndraFarm,Olahan,AP107,-,Serealia,Srikaya sticky rice,0.8,41.0,,,265.0,,,,49.1,,6.4,,,2.7,,,,,,,,,,
996,ER108,"Srikaya, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER108#AndraFarm,Tunggal,ER108,-,Buah,"Sugar apple (srikaya), fresh",1.1,83.4,2.7,,63.0,30.0,,127.0,13.9,31.0,0.5,,,1.1,,,,2.1,,0.08,28.0,Annona squamosa L.,Annona,Annonaceae
997,FP085,"Sukiyaki, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP085#AndraFarm,Olahan,FP085,-,Daging,"Sukiyaki, cooking",0.8,81.0,0.5,,75.0,59.0,,109.0,12.2,1200.0,0.4,426.0,,5.6,41.0,,,0.2,,0.37,,,,
998,ER109,"Sukun muda, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER109#AndraFarm,Tunggal,ER109,-,Buah,"Breadfruit, young, fresh",1.0,69.4,1.4,28.0,119.0,44.0,414.4,24.0,28.1,4896.0,0.2,24.0,3.7,1.4,,0.17,0.1,1.4,0.09,0.17,52.0,Artocarpus altilis fosberg,Artocarpus,Moraceae
999,ER110,"Sukun tua, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER110#AndraFarm,Tunggal,ER110,-,Buah,"Breadfruit, old, fresh",1.0,67.8,1.6,30.0,126.0,47.0,436.0,37.0,24.5,2000.0,0.2,25.0,3.9,1.6,,0.17,0.1,1.5,0.09,0.18,58.0,Artocarpus altilis fosberg,Artocarpus,Moraceae
1000,AP108,Sunduk lawang,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP108#AndraFarm,Olahan,AP108,-,Serealia,Sunduk Lawang,1.0,63.4,,,181.0,,,,32.4,,1.3,,,1.9,,,,,,,,,,
1001,JP005,"Susu asam untuk bayi, bubuk",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=JP005#AndraFarm,Olahan,JP005,-,Susu,"Sour milk for babies, powder",4.0,2.5,7.0,83.0,418.0,600.0,486.5,800.0,65.5,,9.0,188.0,0.7,19.0,303.0,1.31,,,,1.0,30.0,,,
1002,JP006,Susu bubuk,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=JP006#AndraFarm,Olahan,JP006,-,Susu,Milk powder,5.7,3.5,0.6,118.0,513.0,694.0,1330.0,904.0,36.2,,30.0,380.0,1.6,24.6,476.0,1.39,4.1,,0.02,0.29,6.0,,,
1003,JR002,Susu ibu - ASI,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=JR002#AndraFarm,Tunggal,JR002,-,Susu,Mother's milk - breast milk,0.2,88.1,0.2,7.0,62.0,20.0,41.0,34.0,7.0,,3.2,15.0,0.2,1.5,,0.03,0.4,,0.01,0.01,,,,
1004,JR003,"Susu kambing, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=JR003#AndraFarm,Tunggal,JR003,-,Susu,"Goat milk, fresh",0.9,85.9,2.7,,64.0,78.0,160.0,98.0,6.6,,2.3,35.0,0.3,4.3,38.0,0.45,0.1,,0.33,0.06,1.0,,,
1005,CP060,Susu kedelai,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP060#AndraFarm,Olahan,CP060,-,Kacang,Soy milk,2.0,87.0,0.7,,41.0,45.0,287.9,50.0,5.0,200.0,2.5,128.0,0.7,3.5,,0.05,1.0,0.2,0.12,0.08,2.0,,,
1006,JP007,Susu kental manis,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=JP007#AndraFarm,Olahan,JP007,-,Susu,Sweetened condensed milk,1.8,25.0,0.2,46.0,343.0,209.0,320.0,275.0,55.0,,10.0,150.0,0.4,8.2,155.0,0.43,1.0,,0.02,0.05,1.0,,,
1007,JP008,Susu kental tak manis,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=JP008#AndraFarm,Olahan,JP008,-,Susu,Thick milk is not sweet,1.5,73.7,0.2,,138.0,195.0,303.0,243.0,9.9,,7.9,140.0,,7.0,121.0,,,,,0.05,1.0,,,
